Job ID,Job Title,Department,Location,Open Date,Close Date,Applications Received,Interviews Conducted,Offers Extended,Offers Accepted,Cost-per-Hire,Source,Status,Candidate Name,Hiring Manager
JOB-1565,Product Manager,HR,New York,2024-04-23,2024-05-08,128,1,0,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-1566,Data Scientist,Engineering,Berlin,2023-04-26,2023-06-24,70,14,8,5,2852.99,Company Website,Filled,Candidate-1566,Morgan Brown
JOB-1567,Sales Executive,Product,Berlin,2023-05-05,,124,3,2,1,4704.38,LinkedIn,Filled,Candidate-1567,Taylor Davis
JOB-1568,Data Scientist,Sales,London,2023-02-18,,111,10,8,0,0.0,LinkedIn,Closed,,Alex Johnson
JOB-1569,Product Manager,Engineering,San Francisco,2024-04-07,2024-05-14,36,4,3,0,0.0,Job Board,Closed,,Taylor Davis
JOB-1570,HR Manager,Marketing,Tokyo,2023-06-24,2023-07-08,13,1,0,0,0.0,Recruiter,Filled,,Jane Doe
JOB-1571,Software Engineer,Marketing,San Francisco,2023-09-25,2023-11-22,53,10,8,5,11283.67,Company Website,Filled,Candidate-1571,Taylor Davis
JOB-1572,Marketing Manager,Sales,Berlin,2023-08-28,2023-10-01,148,8,1,0,0.0,Recruiter,Filled,,Alex Johnson
JOB-1573,HR Manager,Engineering,London,2023-08-23,2023-10-24,199,2,1,1,6638.94,LinkedIn,Filled,Candidate-1573,Chris Lee
JOB-1574,HR Manager,Marketing,New York,2024-02-17,2024-04-25,70,7,2,0,0.0,Referral,Open,,Chris Lee
JOB-1575,Sales Executive,Data,New York,2024-11-05,2024-12-03,67,11,5,2,10434.36,LinkedIn,Filled,Candidate-1575,Chris Lee
JOB-1576,Marketing Manager,Marketing,London,2023-01-16,2023-03-31,124,4,2,1,8972.05,LinkedIn,Filled,Candidate-1576,Morgan Brown
JOB-1577,Marketing Manager,Data,New York,2024-08-07,,155,13,7,0,0.0,Recruiter,Filled,,Morgan Brown
JOB-1578,Marketing Manager,Product,San Francisco,2024-03-16,2024-05-29,83,1,0,0,0.0,LinkedIn,Closed,,John Smith
JOB-1579,Sales Executive,Marketing,Sydney,2023-08-24,2023-11-06,120,24,19,8,8103.06,Referral,Filled,Candidate-1579,Taylor Davis
JOB-1580,Data Scientist,Product,Tokyo,2023-12-12,2024-03-04,141,18,2,2,2176.2,Referral,Filled,Candidate-1580,Chris Lee
JOB-1581,Marketing Manager,Sales,Tokyo,2024-04-13,2024-04-22,187,29,2,1,13931.09,Job Board,Filled,Candidate-1581,Morgan Brown
JOB-1582,HR Manager,HR,Berlin,2024-05-04,,178,12,0,0,0.0,Referral,Closed,,John Smith
JOB-1583,Sales Executive,Engineering,Sydney,2024-10-04,2024-12-07,136,20,17,15,6382.64,Job Board,Filled,Candidate-1583,Morgan Brown
JOB-1584,Sales Executive,HR,Tokyo,2024-05-24,2024-06-17,43,6,4,4,3746.15,LinkedIn,Filled,Candidate-1584,Taylor Davis
JOB-1585,Sales Executive,Product,Sydney,2024-06-20,,174,12,10,10,12093.67,Referral,Filled,Candidate-1585,John Smith
JOB-1586,Marketing Manager,Product,New York,2024-11-10,2024-12-31,109,13,11,9,5646.28,Company Website,Filled,Candidate-1586,Morgan Brown
JOB-1587,Software Engineer,Engineering,Sydney,2023-05-08,,148,6,6,5,5796.84,Referral,Filled,Candidate-1587,Alex Johnson
JOB-1588,Product Manager,Data,Tokyo,2024-02-07,2024-04-02,60,3,2,2,5118.29,Job Board,Filled,Candidate-1588,Taylor Davis
JOB-1589,Data Scientist,Marketing,Tokyo,2024-08-12,2024-10-06,66,4,4,4,14083.51,Referral,Filled,Candidate-1589,Chris Lee
JOB-1590,Data Scientist,Product,New York,2024-12-01,2025-01-16,57,9,5,5,14851.34,Company Website,Filled,Candidate-1590,Jane Doe
JOB-1591,Product Manager,HR,San Francisco,2024-08-12,,160,15,7,5,8416.37,Referral,Filled,Candidate-1591,John Smith
JOB-1592,Data Scientist,Sales,New York,2024-07-27,2024-09-17,103,1,1,1,14387.63,Recruiter,Filled,Candidate-1592,Alex Johnson
JOB-1593,Software Engineer,Sales,London,2024-05-14,2024-06-24,76,4,0,0,0.0,Referral,Filled,,Morgan Brown
JOB-1594,Software Engineer,Marketing,Tokyo,2024-08-13,,38,4,4,3,3307.41,Job Board,Filled,Candidate-1594,Morgan Brown
JOB-1595,Marketing Manager,Product,Tokyo,2023-08-30,2023-09-08,32,3,1,1,5306.13,Referral,Filled,Candidate-1595,Alex Johnson
JOB-1596,HR Manager,Engineering,London,2023-12-02,2024-01-03,196,12,5,4,13405.38,Company Website,Filled,Candidate-1596,Chris Lee
JOB-1597,Marketing Manager,Sales,New York,2023-09-01,2023-11-02,91,2,0,0,0.0,Job Board,Filled,,Taylor Davis
JOB-1598,Software Engineer,Product,New York,2023-02-06,2023-03-05,126,13,9,8,14271.65,LinkedIn,Filled,Candidate-1598,Taylor Davis
JOB-1599,Sales Executive,Sales,Berlin,2024-07-28,,197,9,7,0,0.0,Referral,Closed,,Jane Doe
JOB-1600,Data Scientist,Sales,Tokyo,2024-07-25,2024-09-12,112,6,1,1,8803.69,Company Website,Filled,Candidate-1600,Chris Lee
JOB-1601,Software Engineer,Product,Tokyo,2024-06-02,2024-08-03,147,15,8,4,13076.3,Job Board,Filled,Candidate-1601,Chris Lee
JOB-1602,Marketing Manager,Product,Tokyo,2023-12-12,2024-03-11,81,11,11,9,6907.5,Referral,Filled,Candidate-1602,Alex Johnson
JOB-1603,Marketing Manager,Sales,London,2023-07-02,2023-08-14,167,8,1,1,14795.41,LinkedIn,Filled,Candidate-1603,Jane Doe
JOB-1604,Software Engineer,Engineering,New York,2023-06-09,2023-07-31,173,15,7,1,14418.46,Job Board,Filled,Candidate-1604,Taylor Davis
JOB-1605,Software Engineer,Product,London,2023-03-12,2023-04-27,97,16,1,0,0.0,Company Website,Filled,,Taylor Davis
JOB-1606,Data Scientist,Marketing,New York,2023-10-18,2023-12-28,144,20,12,6,9210.07,Company Website,Filled,Candidate-1606,Jane Doe
JOB-1607,HR Manager,Marketing,San Francisco,2024-03-09,2024-06-03,122,24,9,6,3095.87,LinkedIn,Filled,Candidate-1607,Jane Doe
JOB-1608,Product Manager,Sales,Sydney,2024-12-21,,104,10,3,0,0.0,Recruiter,Open,,Jane Doe
JOB-1609,Marketing Manager,Sales,New York,2023-05-17,,26,2,0,0,0.0,LinkedIn,Filled,,Alex Johnson
JOB-1610,Sales Executive,Engineering,New York,2024-01-22,2024-02-07,143,8,6,2,7853.53,Job Board,Filled,Candidate-1610,Taylor Davis
JOB-1611,Sales Executive,HR,London,2023-01-25,2023-03-31,113,17,2,2,7384.38,Job Board,Filled,Candidate-1611,Alex Johnson
JOB-1612,HR Manager,HR,London,2023-09-24,2023-11-14,153,21,8,7,2899.33,Job Board,Filled,Candidate-1612,Morgan Brown
JOB-1613,Software Engineer,Product,San Francisco,2024-09-25,,181,30,12,10,8753.2,LinkedIn,Filled,Candidate-1613,Chris Lee
JOB-1614,Software Engineer,Sales,San Francisco,2024-03-26,2024-06-21,130,6,0,0,0.0,Job Board,Open,,Chris Lee
JOB-1615,Marketing Manager,Marketing,San Francisco,2024-08-01,2024-08-29,17,2,0,0,0.0,Job Board,Filled,,Morgan Brown
JOB-1616,Sales Executive,Data,Sydney,2024-02-26,2024-03-14,197,28,25,10,10201.46,Recruiter,Filled,Candidate-1616,John Smith
JOB-1617,Marketing Manager,Product,San Francisco,2024-07-20,2024-08-24,52,6,5,2,10834.58,Job Board,Filled,Candidate-1617,Morgan Brown
JOB-1618,Sales Executive,Data,London,2024-07-23,2024-08-31,116,4,3,3,11319.61,Company Website,Filled,Candidate-1618,Jane Doe
JOB-1619,Data Scientist,HR,London,2023-09-11,2023-11-28,95,9,4,4,12350.69,Company Website,Filled,Candidate-1619,Morgan Brown
JOB-1620,Marketing Manager,Marketing,New York,2023-07-04,2023-09-24,159,15,0,0,0.0,Recruiter,Open,,Chris Lee
JOB-1621,Software Engineer,Data,New York,2023-12-06,2024-02-25,129,25,16,15,11062.7,Job Board,Filled,Candidate-1621,Chris Lee
JOB-1622,Marketing Manager,Product,San Francisco,2024-08-16,2024-10-26,72,3,1,0,0.0,LinkedIn,Open,,Alex Johnson
JOB-1623,HR Manager,Marketing,Sydney,2023-02-25,2023-03-24,19,1,1,1,9492.12,Company Website,Filled,Candidate-1623,Morgan Brown
JOB-1624,Sales Executive,Sales,Tokyo,2024-03-24,2024-04-24,187,24,21,16,6003.1,Job Board,Filled,Candidate-1624,Taylor Davis
JOB-1625,Sales Executive,HR,New York,2023-02-11,2023-03-23,87,8,6,5,2148.14,Recruiter,Filled,Candidate-1625,Morgan Brown
JOB-1626,Product Manager,Engineering,Berlin,2023-03-10,2023-04-04,63,12,9,1,1319.77,Job Board,Filled,Candidate-1626,Taylor Davis
JOB-1627,Sales Executive,Data,Sydney,2024-08-23,2024-11-20,16,1,1,0,0.0,Company Website,Closed,,Taylor Davis
JOB-1628,Marketing Manager,Sales,San Francisco,2023-02-28,2023-03-30,11,2,1,0,0.0,Job Board,Filled,,Morgan Brown
JOB-1629,HR Manager,Engineering,Tokyo,2023-04-28,,22,2,2,0,0.0,LinkedIn,Open,,Jane Doe
JOB-1630,Software Engineer,Marketing,Sydney,2024-04-16,2024-07-14,45,1,0,0,0.0,LinkedIn,Open,,Chris Lee
JOB-1631,HR Manager,Engineering,San Francisco,2023-07-05,,168,3,3,1,11121.99,Recruiter,Filled,Candidate-1631,Chris Lee
JOB-1632,Data Scientist,Data,Tokyo,2023-08-08,,156,7,6,3,5722.38,Recruiter,Filled,Candidate-1632,John Smith
JOB-1633,Marketing Manager,Data,Berlin,2024-10-28,2024-12-10,143,4,1,1,3465.92,LinkedIn,Filled,Candidate-1633,Alex Johnson
JOB-1634,Software Engineer,Sales,Sydney,2024-02-09,2024-03-02,96,1,1,0,0.0,Job Board,Filled,,Alex Johnson
JOB-1635,HR Manager,Data,New York,2024-08-28,,103,12,11,6,12755.04,LinkedIn,Filled,Candidate-1635,Taylor Davis
JOB-1636,Marketing Manager,Marketing,New York,2023-08-08,2023-10-24,162,23,4,4,7951.81,LinkedIn,Filled,Candidate-1636,John Smith
JOB-1637,Data Scientist,HR,New York,2023-05-26,2023-07-24,101,18,10,8,6133.67,Referral,Filled,Candidate-1637,Jane Doe
JOB-1638,Data Scientist,Engineering,London,2023-03-18,2023-04-11,16,1,1,0,0.0,Company Website,Open,,Alex Johnson
JOB-1639,Sales Executive,Data,Berlin,2023-08-25,2023-10-04,25,2,2,2,1861.26,LinkedIn,Filled,Candidate-1639,Chris Lee
JOB-1640,HR Manager,Sales,New York,2024-02-27,2024-03-19,82,4,2,1,4654.87,Job Board,Filled,Candidate-1640,Taylor Davis
JOB-1641,Marketing Manager,Marketing,New York,2023-08-16,2023-09-26,18,1,0,0,0.0,LinkedIn,Filled,,Alex Johnson
JOB-1642,HR Manager,HR,Tokyo,2024-10-17,2024-12-15,88,3,2,1,9261.72,Referral,Filled,Candidate-1642,Alex Johnson
JOB-1643,Product Manager,HR,San Francisco,2023-09-10,2023-09-28,45,5,3,3,1038.25,LinkedIn,Filled,Candidate-1643,Morgan Brown
JOB-1644,Software Engineer,Engineering,Tokyo,2023-05-06,,16,3,3,1,2405.28,Company Website,Filled,Candidate-1644,Alex Johnson
JOB-1645,Software Engineer,HR,San Francisco,2024-03-09,2024-05-22,13,1,1,1,2503.63,Recruiter,Filled,Candidate-1645,John Smith
JOB-1646,Marketing Manager,Engineering,London,2024-12-22,,31,2,2,0,0.0,Company Website,Closed,,John Smith
JOB-1647,Data Scientist,Engineering,Berlin,2024-12-30,2025-01-14,22,3,2,2,14354.43,Company Website,Filled,Candidate-1647,Alex Johnson
JOB-1648,Data Scientist,HR,San Francisco,2023-04-27,2023-05-05,14,2,0,0,0.0,Recruiter,Filled,,Taylor Davis
JOB-1649,Product Manager,HR,Berlin,2024-12-21,2025-01-27,137,1,0,0,0.0,Recruiter,Open,,Alex Johnson
JOB-1650,Data Scientist,Marketing,San Francisco,2024-09-13,2024-11-13,75,14,6,3,7115.32,Job Board,Filled,Candidate-1650,John Smith
JOB-1651,Product Manager,Sales,New York,2024-06-21,2024-07-13,189,31,1,0,0.0,LinkedIn,Closed,,Chris Lee
JOB-1652,HR Manager,HR,New York,2023-11-15,2024-02-08,160,2,0,0,0.0,LinkedIn,Closed,,Morgan Brown
JOB-1653,HR Manager,Marketing,Berlin,2023-05-08,2023-05-17,15,3,2,2,4303.33,Recruiter,Filled,Candidate-1653,John Smith
JOB-1654,Marketing Manager,Sales,Sydney,2024-12-25,2025-02-02,156,1,1,0,0.0,LinkedIn,Closed,,Jane Doe
JOB-1655,Software Engineer,Product,Tokyo,2024-09-15,2024-12-04,86,16,12,12,9485.53,Company Website,Filled,Candidate-1655,Taylor Davis
JOB-1656,Data Scientist,Marketing,New York,2023-07-23,2023-09-22,185,8,6,3,9441.82,Referral,Filled,Candidate-1656,John Smith
JOB-1657,HR Manager,HR,New York,2023-06-02,2023-07-13,22,4,3,2,4475.39,Job Board,Filled,Candidate-1657,Alex Johnson
JOB-1658,HR Manager,Data,San Francisco,2024-12-06,2025-03-06,161,19,18,18,13767.57,Recruiter,Filled,Candidate-1658,Chris Lee
JOB-1659,Software Engineer,Engineering,Sydney,2023-09-28,,120,22,4,0,0.0,Job Board,Closed,,John Smith
JOB-1660,Sales Executive,HR,Tokyo,2023-06-25,,115,2,0,0,0.0,Referral,Open,,Morgan Brown
JOB-1661,Software Engineer,Data,London,2024-12-01,2025-02-22,156,17,16,14,13611.65,LinkedIn,Filled,Candidate-1661,John Smith
JOB-1662,HR Manager,Engineering,Sydney,2024-07-04,2024-09-22,84,1,0,0,0.0,Referral,Closed,,Morgan Brown
JOB-1663,Data Scientist,Data,New York,2024-04-07,2024-05-27,143,17,7,7,14615.27,Referral,Filled,Candidate-1663,Chris Lee
JOB-1664,Software Engineer,Sales,San Francisco,2023-03-05,2023-04-12,148,2,1,1,5482.77,LinkedIn,Filled,Candidate-1664,Jane Doe
JOB-1665,Data Scientist,HR,Tokyo,2023-03-29,2023-05-24,33,6,5,0,0.0,Job Board,Filled,,Chris Lee
JOB-1666,Marketing Manager,Sales,London,2023-06-19,2023-08-17,153,29,16,4,7487.03,Company Website,Filled,Candidate-1666,Morgan Brown
JOB-1667,Marketing Manager,HR,Sydney,2024-10-12,,21,3,1,0,0.0,Referral,Open,,Morgan Brown
JOB-1668,HR Manager,Engineering,London,2024-03-13,,151,21,7,2,7825.1,Recruiter,Filled,Candidate-1668,Morgan Brown
JOB-1669,Data Scientist,Product,Sydney,2024-01-22,2024-03-25,158,26,25,21,10380.4,Company Website,Filled,Candidate-1669,Jane Doe
JOB-1670,Product Manager,Marketing,New York,2024-09-11,2024-12-06,82,13,6,4,4481.17,Referral,Filled,Candidate-1670,Morgan Brown
JOB-1671,HR Manager,Engineering,London,2024-04-08,2024-05-02,26,4,0,0,0.0,Recruiter,Closed,,John Smith
JOB-1672,HR Manager,Data,San Francisco,2023-12-31,2024-02-05,171,27,8,8,8653.97,LinkedIn,Filled,Candidate-1672,Morgan Brown
JOB-1673,Sales Executive,Data,London,2024-07-01,2024-09-08,68,10,0,0,0.0,Job Board,Closed,,Chris Lee
JOB-1674,HR Manager,Data,Tokyo,2024-03-31,2024-04-13,118,1,0,0,0.0,Referral,Open,,Jane Doe
JOB-1675,Software Engineer,Sales,Sydney,2023-09-12,2023-12-02,173,11,3,3,2511.45,Job Board,Filled,Candidate-1675,Chris Lee
JOB-1676,Marketing Manager,HR,New York,2023-12-16,,73,1,1,1,8788.11,LinkedIn,Filled,Candidate-1676,Chris Lee
JOB-1677,Product Manager,Marketing,New York,2023-06-19,2023-07-29,87,16,4,2,2743.97,LinkedIn,Filled,Candidate-1677,Chris Lee
JOB-1678,Product Manager,Marketing,New York,2023-07-17,2023-08-26,17,3,3,3,12831.79,Company Website,Filled,Candidate-1678,Taylor Davis
JOB-1679,HR Manager,Marketing,New York,2024-06-12,,76,10,8,8,9826.82,Recruiter,Filled,Candidate-1679,Morgan Brown
JOB-1680,Marketing Manager,Engineering,Berlin,2024-04-17,2024-05-10,34,3,0,0,0.0,Referral,Closed,,Morgan Brown
JOB-1681,Software Engineer,Data,London,2024-09-29,,110,21,12,4,8642.81,Recruiter,Filled,Candidate-1681,Taylor Davis
JOB-1682,Sales Executive,Sales,San Francisco,2024-12-16,2025-02-09,188,36,28,9,14024.34,Company Website,Filled,Candidate-1682,Morgan Brown
JOB-1683,Product Manager,Marketing,New York,2023-12-02,2024-01-09,90,2,0,0,0.0,Recruiter,Open,,Taylor Davis
JOB-1684,Sales Executive,Marketing,San Francisco,2023-03-01,2023-05-06,102,8,6,5,1622.84,LinkedIn,Filled,Candidate-1684,John Smith
JOB-1685,HR Manager,Engineering,Berlin,2024-11-30,2025-01-03,162,26,6,3,5401.43,Company Website,Filled,Candidate-1685,Taylor Davis
JOB-1686,Marketing Manager,Data,New York,2024-06-11,2024-07-27,105,20,1,1,7797.11,LinkedIn,Filled,Candidate-1686,John Smith
JOB-1687,Sales Executive,Marketing,Sydney,2024-08-09,2024-08-31,86,17,8,2,1657.42,Company Website,Filled,Candidate-1687,Chris Lee
JOB-1688,Marketing Manager,Product,Sydney,2024-07-24,2024-09-22,137,14,0,0,0.0,Company Website,Closed,,Jane Doe
JOB-1689,Software Engineer,Product,London,2024-03-09,2024-05-15,123,11,8,0,0.0,Recruiter,Closed,,Alex Johnson
JOB-1690,Product Manager,Data,San Francisco,2024-06-02,2024-06-10,118,5,1,1,4613.24,Company Website,Filled,Candidate-1690,Chris Lee
JOB-1691,Data Scientist,Marketing,San Francisco,2024-03-04,2024-04-15,23,1,1,1,9451.11,Referral,Filled,Candidate-1691,Jane Doe
JOB-1692,Software Engineer,Engineering,Sydney,2024-11-22,2024-12-20,40,3,1,1,3534.62,Company Website,Filled,Candidate-1692,Chris Lee
JOB-1693,HR Manager,Marketing,Sydney,2024-04-30,2024-05-22,90,3,3,0,0.0,LinkedIn,Open,,Jane Doe
JOB-1694,Product Manager,Marketing,New York,2023-04-05,2023-06-13,74,9,8,6,14907.23,LinkedIn,Filled,Candidate-1694,Morgan Brown
JOB-1695,Software Engineer,Engineering,Berlin,2024-08-25,2024-10-19,133,23,15,4,3742.37,LinkedIn,Filled,Candidate-1695,Jane Doe
JOB-1696,Sales Executive,Sales,London,2024-03-30,2024-04-05,79,8,2,2,6719.68,Referral,Filled,Candidate-1696,Jane Doe
JOB-1697,Marketing Manager,HR,New York,2023-05-31,2023-06-26,23,2,2,1,4203.31,Company Website,Filled,Candidate-1697,Alex Johnson
JOB-1698,Data Scientist,HR,London,2024-12-14,2025-02-06,146,2,1,1,14631.84,Job Board,Filled,Candidate-1698,Alex Johnson
JOB-1699,Product Manager,Sales,San Francisco,2023-11-14,,181,36,14,8,5540.18,Referral,Filled,Candidate-1699,Alex Johnson
JOB-1700,Product Manager,Engineering,New York,2024-11-23,2024-12-30,88,12,4,3,5739.55,Job Board,Filled,Candidate-1700,Jane Doe
JOB-1701,Software Engineer,Engineering,San Francisco,2023-07-18,,192,29,9,8,9606.87,Company Website,Filled,Candidate-1701,Taylor Davis
JOB-1702,Sales Executive,Marketing,New York,2024-04-06,2024-05-31,62,4,2,2,9981.22,Job Board,Filled,Candidate-1702,Chris Lee
JOB-1703,Data Scientist,Engineering,San Francisco,2024-07-22,2024-08-17,28,4,2,2,1176.62,Recruiter,Filled,Candidate-1703,John Smith
JOB-1704,Software Engineer,Sales,Berlin,2023-09-10,2023-10-17,94,7,0,0,0.0,Recruiter,Open,,Alex Johnson
JOB-1705,Marketing Manager,Sales,Tokyo,2023-05-29,2023-07-02,94,8,4,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-1706,Marketing Manager,Engineering,Tokyo,2023-03-12,2023-05-06,122,16,16,9,8198.64,LinkedIn,Filled,Candidate-1706,Chris Lee
JOB-1707,Product Manager,Data,London,2023-09-18,2023-12-17,102,9,4,3,1748.82,Recruiter,Filled,Candidate-1707,Jane Doe
JOB-1708,Sales Executive,Product,Sydney,2023-03-09,2023-06-01,65,8,8,1,1217.97,Referral,Filled,Candidate-1708,Jane Doe
JOB-1709,Marketing Manager,Sales,New York,2023-05-31,2023-08-08,141,22,8,8,11294.78,Recruiter,Filled,Candidate-1709,Morgan Brown
JOB-1710,Sales Executive,HR,Tokyo,2024-06-24,2024-07-18,186,4,2,1,7737.37,Job Board,Filled,Candidate-1710,Chris Lee
JOB-1711,Software Engineer,Product,Berlin,2024-11-28,,106,8,0,0,0.0,Recruiter,Filled,,Taylor Davis
JOB-1712,HR Manager,Marketing,London,2023-06-29,2023-07-30,152,21,7,7,3278.28,Job Board,Filled,Candidate-1712,Jane Doe
JOB-1713,Sales Executive,Engineering,San Francisco,2023-04-26,2023-07-24,150,16,0,0,0.0,Job Board,Filled,,Jane Doe
JOB-1714,Data Scientist,Sales,Tokyo,2023-02-20,2023-05-07,64,3,1,0,0.0,LinkedIn,Open,,John Smith
JOB-1715,Data Scientist,Data,San Francisco,2023-01-03,,187,34,24,14,7075.59,LinkedIn,Filled,Candidate-1715,John Smith
JOB-1716,Software Engineer,Sales,Sydney,2024-09-03,2024-11-18,183,31,24,3,1156.86,LinkedIn,Filled,Candidate-1716,Alex Johnson
JOB-1717,Data Scientist,Product,Berlin,2023-04-06,2023-05-11,151,10,5,5,4415.56,LinkedIn,Filled,Candidate-1717,Morgan Brown
JOB-1718,Sales Executive,Engineering,Berlin,2023-10-10,2023-12-24,174,9,3,2,5330.62,Recruiter,Filled,Candidate-1718,Alex Johnson
JOB-1719,Marketing Manager,Engineering,New York,2023-01-04,,14,2,1,0,0.0,LinkedIn,Closed,,Alex Johnson
JOB-1720,Product Manager,Marketing,Tokyo,2024-01-24,2024-02-07,94,1,0,0,0.0,Company Website,Filled,,Chris Lee
JOB-1721,HR Manager,Product,New York,2023-03-17,,175,26,11,4,13145.05,LinkedIn,Filled,Candidate-1721,Taylor Davis
JOB-1722,Data Scientist,Product,New York,2024-04-02,2024-04-19,112,20,18,8,11813.96,Company Website,Filled,Candidate-1722,John Smith
JOB-1723,Sales Executive,Sales,New York,2024-01-12,2024-02-10,120,14,8,3,5118.82,Job Board,Filled,Candidate-1723,Chris Lee
JOB-1724,Sales Executive,Marketing,Tokyo,2024-08-01,2024-08-26,109,20,14,12,1215.97,Job Board,Filled,Candidate-1724,Morgan Brown
JOB-1725,HR Manager,Sales,Tokyo,2024-06-16,2024-09-01,40,8,8,7,11942.25,LinkedIn,Filled,Candidate-1725,Alex Johnson
JOB-1726,Software Engineer,Product,Tokyo,2024-03-15,,126,3,3,3,1327.23,Recruiter,Filled,Candidate-1726,Jane Doe
JOB-1727,Data Scientist,Engineering,New York,2023-05-16,2023-07-05,126,21,16,5,6321.97,Referral,Filled,Candidate-1727,John Smith
JOB-1728,Sales Executive,Engineering,Tokyo,2024-01-13,2024-01-27,128,12,5,4,5400.96,LinkedIn,Filled,Candidate-1728,Chris Lee
JOB-1729,HR Manager,HR,London,2024-12-24,,45,8,4,3,9429.72,LinkedIn,Filled,Candidate-1729,John Smith
JOB-1730,Sales Executive,Marketing,Sydney,2024-07-18,,33,5,5,4,6639.38,Job Board,Filled,Candidate-1730,Chris Lee
JOB-1731,Product Manager,Data,San Francisco,2023-05-25,2023-07-30,95,17,2,1,1747.52,Referral,Filled,Candidate-1731,Taylor Davis
JOB-1732,Marketing Manager,Product,London,2023-05-16,,151,12,10,4,6219.88,LinkedIn,Filled,Candidate-1732,Alex Johnson
JOB-1733,HR Manager,Sales,San Francisco,2023-01-03,2023-01-26,42,6,3,0,0.0,Recruiter,Open,,Taylor Davis
JOB-1734,Software Engineer,Engineering,Sydney,2024-02-13,2024-04-01,114,9,0,0,0.0,Job Board,Open,,Jane Doe
JOB-1735,Product Manager,HR,San Francisco,2024-05-30,,153,20,10,4,1070.8,LinkedIn,Filled,Candidate-1735,Chris Lee
JOB-1736,Sales Executive,Marketing,Tokyo,2023-07-07,,77,12,7,3,2261.25,Company Website,Filled,Candidate-1736,John Smith
JOB-1737,HR Manager,Sales,London,2023-01-07,2023-01-19,99,18,1,0,0.0,LinkedIn,Filled,,Alex Johnson
JOB-1738,Software Engineer,Sales,San Francisco,2024-04-19,2024-05-07,178,6,2,0,0.0,Company Website,Open,,Taylor Davis
JOB-1739,Software Engineer,Marketing,London,2023-08-21,2023-10-21,23,2,0,0,0.0,LinkedIn,Closed,,John Smith
JOB-1740,HR Manager,Sales,London,2024-11-27,,133,9,1,1,8864.84,Referral,Filled,Candidate-1740,Taylor Davis
JOB-1741,Product Manager,Data,Sydney,2023-05-25,2023-08-04,129,14,9,8,9023.18,Company Website,Filled,Candidate-1741,Alex Johnson
JOB-1742,Data Scientist,Sales,London,2023-10-13,2023-11-01,115,3,1,1,3830.58,Referral,Filled,Candidate-1742,Morgan Brown
JOB-1743,Software Engineer,Data,Sydney,2023-03-14,,95,2,0,0,0.0,Recruiter,Filled,,Morgan Brown
JOB-1744,HR Manager,Data,Sydney,2023-07-07,,85,7,5,3,4584.47,Job Board,Filled,Candidate-1744,Alex Johnson
JOB-1745,Data Scientist,HR,Tokyo,2023-03-03,2023-04-11,149,14,0,0,0.0,Company Website,Open,,Morgan Brown
JOB-1746,Sales Executive,Data,Sydney,2023-09-15,2023-11-28,138,7,4,1,5450.87,Job Board,Filled,Candidate-1746,Chris Lee
JOB-1747,Marketing Manager,Product,Berlin,2023-05-22,2023-07-08,95,2,1,1,13978.17,LinkedIn,Filled,Candidate-1747,Chris Lee
JOB-1748,Product Manager,HR,Tokyo,2023-12-10,2024-01-30,111,6,1,0,0.0,LinkedIn,Filled,,John Smith
JOB-1749,Sales Executive,Product,London,2023-04-20,,171,20,0,0,0.0,Job Board,Open,,John Smith
JOB-1750,Software Engineer,HR,Tokyo,2024-02-02,,185,2,0,0,0.0,Referral,Filled,,Chris Lee
JOB-1751,Marketing Manager,HR,New York,2024-12-04,2024-12-30,172,2,1,1,13871.28,Referral,Filled,Candidate-1751,Alex Johnson
JOB-1752,Marketing Manager,Engineering,Sydney,2023-07-01,2023-07-16,180,9,2,1,13615.64,Recruiter,Filled,Candidate-1752,Alex Johnson
JOB-1753,Software Engineer,Engineering,San Francisco,2024-03-03,2024-03-14,30,3,0,0,0.0,Job Board,Filled,,Jane Doe
JOB-1754,Product Manager,Marketing,Sydney,2024-12-03,2025-02-02,172,22,1,1,4955.27,Company Website,Filled,Candidate-1754,John Smith
JOB-1755,HR Manager,Marketing,San Francisco,2023-05-13,2023-07-27,22,3,2,2,1392.7,Job Board,Filled,Candidate-1755,Taylor Davis
JOB-1756,Software Engineer,Engineering,New York,2024-02-07,2024-05-01,65,5,5,0,0.0,Job Board,Filled,,Morgan Brown
JOB-1757,Software Engineer,Engineering,London,2023-12-23,,18,1,1,0,0.0,Recruiter,Filled,,Taylor Davis
JOB-1758,Product Manager,Engineering,New York,2024-07-09,2024-09-30,34,2,2,1,13327.0,Recruiter,Filled,Candidate-1758,Jane Doe
JOB-1759,Sales Executive,Product,London,2023-09-07,2023-11-23,97,5,0,0,0.0,Company Website,Open,,John Smith
JOB-1760,Software Engineer,HR,Berlin,2024-08-06,2024-08-12,174,2,1,1,14200.66,Recruiter,Filled,Candidate-1760,John Smith
JOB-1761,Software Engineer,Sales,Berlin,2024-03-25,2024-04-04,188,16,15,8,10721.43,Job Board,Filled,Candidate-1761,Taylor Davis
JOB-1762,Data Scientist,Marketing,San Francisco,2024-08-06,2024-09-19,158,23,11,3,1287.16,Company Website,Filled,Candidate-1762,Chris Lee
JOB-1763,HR Manager,HR,San Francisco,2023-12-09,2024-01-10,51,6,6,0,0.0,LinkedIn,Closed,,Jane Doe
